Indis	chromosome	variants	phased	unphased	singletons	blocks	variant_per_block_median	variant_per_block_avg	variant_per_block_min	variant_per_block_max	variant_per_block_sum	bp_per_block_median	bp_per_block_avg	bp_per_block_min	bp_per_block_max	bp_per_block_sum	heterozygous_variants	heterozygous_snvs	phased_snvs	phased_fraction	phased_snvs_fraction	block_n50	group
GTOP-AJ211	13	607318	56774	24895	18	15655	3	3.626572979878633	2	86	56774	295	416.30245770826684	1	11547	6521378	81687	70479	50149	0.6950187912397322	0.711545282992097	0	SRS
GTOP-AJ211	14	562720	50533	23582	26	14676	2	3.4432406650313436	2	114	50533	288	391.9117406701171	1	10549	5754832	74141	63914	44662	0.6815796927476026	0.6987827393059424	0	SRS
GTOP-AJ211	15	505659	45215	20946	19	12636	3	3.5782684393795505	2	135	45215	290	405.2273302737775	1	7377	5121263	66180	56996	40007	0.6832124508915081	0.7019264509790161	0	SRS
GTOP-AJ211	16	544613	48560	18648	22	12223	3	3.9728380921214104	2	121	48560	309	451.32491210857654	1	10100	5520155	67230	58352	43449	0.7222965937825375	0.7446017274472169	0	SRS
GTOP-AJ211	17	486605	39482	19868	22	11376	3	3.4706399437412094	2	65	39482	290	391.63709039796186	1	6197	4458005	59372	50360	34519	0.6649935996766152	0.6854447974583002	0	SRS
GTOP-AJ211	18	479400	45256	20128	12	12670	3	3.571902131018153	2	91	45256	294	407.4402873154945	1	10657	5161861	65396	56670	40083	0.6920300935837054	0.7073054526204341	0	SRS
GTOP-AJ211	19	406094	40773	15777	14	10340	3	3.943230174081238	2	208	40773	299	434.620206703371	1	13204	4499623	56564	47996	35441	0.7208295028640125	0.7384157013084424	0	SRS
GTOP-AJ211	20	395701	36003	16494	19	10234	3	3.5179792847371507	2	98	36003	296	404.79624926743503	1	11042	4144304	52516	45201	31810	0.685562495239546	0.7037454923563637	0	SRS
GTOP-AJ211	21	230837	23018	8915	7	5992	3	3.8414552736982643	2	89	23018	302	435.20804137470805	1	9516	2608637	31940	27252	20178	0.7206637445209768	0.7404227212681638	0	SRS
GTOP-AJ211	22	245064	23504	9440	7	5991	3	3.9232181605741947	2	189	23504	302	434.48875562218893	1	7261	2608236	32951	28056	20559	0.7133015689963885	0.7327844311377245	0	SRS
GTOP-AJ221	1	1346123	123539	56597	65	34632	3	3.5671921921921923	2	110	123539	303	425.4367981987703	1	47171	14738407	180201	154791	109024	0.6855622332839441	0.7043303551240059	0	SRS
GTOP-AJ221	2	1442131	123987	58960	74	35671	3	3.475848728659135	2	94	123987	304	417.57256165919284	1	31715	14898989	183021	158020	110030	0.6774468503614339	0.6963042652828756	0	SRS
GTOP-AJ221	3	1220899	104264	47418	36	29208	3	3.5697069296083264	2	220	104264	308	430.0068450954891	1	10270	12563940	151718	131166	92499	0.6872223467222083	0.7052056173093637	0	SRS
GTOP-AJ221	4	1202538	118962	47337	41	31427	3	3.7853438126451775	2	108	118962	312	454.3426008398015	1	49360	14282714	166340	144078	105411	0.7151737405314417	0.7316245367092825	0	SRS
GTOP-AJ221	5	1086744	97869	43935	41	27424	3	3.568735414235706	2	110	97869	308	430.5863502132779	1	20648	11810553	141845	122267	86513	0.6899714477070041	0.707574406830952	0	SRS
GTOP-AJ221	6	1108910	112082	45216	43	28747	3	3.898911190732946	2	837	112082	311	450.48836966725776	1	23472	12956496	157341	136306	99245	0.7123508812070598	0.7281044121315275	0	SRS
GTOP-AJ221	7	994838	96520	39600	47	25963	3	3.7175981204021107	2	183	96520	311	445.03768718481734	1	38583	11560744	136167	117332	85338	0.7088354740869668	0.7273207650086932	0	SRS
GTOP-AJ221	8	926556	83970	34299	33	22286	3	3.7678363097909	2	91	83970	315	452.4836234745154	1	7342	10084955	118302	102881	75032	0.7097935791449004	0.7293086186953859	0	SRS
GTOP-AJ221	9	744819	71128	29692	32	19408	3	3.664880461665293	2	80	71128	313	440.2787223080886	1	10214	8545810	100852	87308	63176	0.7052710903105541	0.723599211985156	0	SRS
GTOP-AJ221	10	857595	84454	34255	36	22396	3	3.7709412395070547	2	257	84454	312	455.4311091274269	1	153442	10203934	118745	102539	74734	0.711221525116847	0.7288348823374521	0	SRS
GTOP-AJ221	11	829233	73349	32877	30	20049	3	3.658486707566462	2	140	73349	308	438.49972578152267	1	10244	8794989	106256	92049	65177	0.6903045475079055	0.7080685287184	0	SRS
GTOP-AJ221	12	818912	72589	33533	42	20378	3	3.562125821964864	2	98	72589	304	423.17425431711143	1	10745	8625984	106164	91193	64055	0.6837440186880676	0.7024113692936957	0	SRS
GTOP-AJ221	13	607318	58387	24639	25	15741	3	3.709230671494822	2	112	58387	313	442.97872475549343	1	10052	6975143	83051	71569	51482	0.7030258515851705	0.7193337897693135	0	SRS
GTOP-AJ221	14	562720	50994	22718	24	14269	3	3.5737613007218445	2	160	50994	307	426.72219108994113	1	9874	6091886	73736	63568	45058	0.6915753498969296	0.708815756355399	0	SRS
GTOP-AJ221	15	505659	44606	20394	20	12514	3	3.5644877736934633	2	123	44606	306	430.96869259643796	1	97145	5396159	65020	55844	39445	0.6860350661334974	0.7063426688632619	0	SRS
GTOP-AJ221	16	544613	51576	19069	25	12916	3	3.993186745122329	2	96	51576	324	474.04976009905585	1	7718	6125671	70670	61289	46046	0.729814631385312	0.7512930542185384	0	SRS
GTOP-AJ221	17	486605	40029	20025	14	11346	3	3.528027498677948	2	69	40029	302.5	419.91233480176214	1	6099	4766005	60068	50805	35023	0.6663947526137045	0.6893612833382541	0	SRS
GTOP-AJ221	18	479400	47163	19513	20	12886	3	3.6600186248641937	2	73	47163	311	434.32206019236736	1	6708	5599280	66696	57573	41730	0.7071338611011155	0.7248189255380126	0	SRS
GTOP-AJ221	19	406094	38840	14737	15	9589	3	4.05047450203358	2	212	38840	321	468.49911522847924	1	10982	4500871	53592	45376	33732	0.7247350350798627	0.7433885754583921	0	SRS
GTOP-AJ221	20	395701	35245	15597	16	9648	3	3.6530887230514097	2	73	35245	307	434.72945808724484	1	7183	4195574	50858	43660	31152	0.6930079830115223	0.7135135135135136	0	SRS
GTOP-AJ221	21	230837	23763	8812	10	6068	3	3.916117336849044	2	86	23763	323	463.0456417861262	1	11149	2810224	32585	27607	20694	0.7292619303360441	0.7495924946571522	0	SRS
GTOP-AJ221	22	245064	22956	8907	9	5856	3	3.9200819672131146	2	70	22956	330	468.66478921317633	1	6818	2745907	31872	27086	20077	0.7202560240963856	0.7412316325777154	0	SRS
GTOP-AJ231	1	1346123	113262	59280	42	32746	2	3.4588041287485494	2	107	113262	279	385.9986564885496	1	8927	12641456	172584	147857	100089	0.6562717285495758	0.676931088822308	0	SRS
GTOP-AJ231	2	1442131	120478	60503	67	34844	2	3.4576397658133393	2	148	120478	282	389.0758658288141	1	12840	13559683	181048	155928	106837	0.6654478370376916	0.685168795854497	0	SRS
GTOP-AJ231	3	1220899	106531	52731	50	30813	2	3.4573394346542043	2	131	106531	282	390.41559874119974	1	63032	12033780	159312	137707	94563	0.6686941347795521	0.6866971177935762	0	SRS
GTOP-AJ231	4	1202538	117565	52289	40	32102	3	3.6622328826864368	2	115	117565	290	416.1500264624389	1	117814	13367155	169894	147099	104296	0.6919902998340142	0.7090190959829774	0	SRS
GTOP-AJ231	5	1086744	96594	47031	45	27742	2	3.4818686468171003	2	89	96594	281	399.8574620679713	1	118036	11094845	143670	124372	85749	0.6723324284819377	0.6894558260701765	0	SRS
GTOP-AJ231	6	1108910	106513	47798	42	27216	3	3.913616990005879	2	811	106513	290	420.5842576948505	1	25622	11450827	154353	133502	94423	0.6900610937267173	0.7072777935911072	0	SRS
GTOP-AJ231	7	994838	91053	42319	44	25263	3	3.604203776273602	2	110	91053	287	403.5021172187265	1	12495	10196095	133416	114668	80567	0.6824743658931463	0.702611016150975	0	SRS
GTOP-AJ231	8	926556	85919	38634	46	23571	3	3.645114759662297	2	222	85919	287	408.8494719429953	1	12142	9639444	124599	108914	77090	0.6895641217024213	0.7078061589878253	0	SRS
GTOP-AJ231	9	744819	66519	31254	31	19024	3	3.4965832632464258	2	76	66519	287	394.26603961956806	1	7308	7503277	97804	84362	59268	0.6801255572369228	0.7025437993409355	0	SRS
GTOP-AJ231	10	857595	74511	35533	30	20597	3	3.6175656649026555	2	145	74511	287	405.2032508491024	1	11341	8351239	110074	94393	65864	0.6769173465123463	0.6977636053520918	0	SRS
GTOP-AJ231	11	829233	75786	35916	34	21545	3	3.5175678811789277	2	86	75786	289	397.145144076841	1	8944	8558875	111736	96959	67506	0.6782594687477626	0.6962324281397292	0	SRS
GTOP-AJ231	12	818912	71288	35811	26	20234	3	3.5231788079470197	2	86	71288	285	393.73090980934506	1	8605	7971476	107125	91557	62836	0.665465577596266	0.6863047063577881	0	SRS
GTOP-AJ231	13	607318	56974	27157	22	16029	3	3.554432590928941	2	63	56974	285	398.23922400349323	1	7268	6384173	84153	72256	50097	0.6770287452616068	0.6933265057573074	0	SRS
GTOP-AJ231	14	562720	48680	23867	23	13814	3	3.5239611987838426	2	144	48680	285	392.694400231515	1	8261	5427822	72570	62465	43038	0.6708006063111479	0.6889938365484671	0	SRS
GTOP-AJ231	15	505659	44627	21840	26	12622	3	3.5356520361273964	2	59	44627	282	391.94518811881187	1	7854	4948308	66493	57194	39550	0.6711533544884424	0.6915061020386754	0	SRS
GTOP-AJ231	16	544613	49543	20790	13	12870	3	3.8494949494949493	2	124	49543	302	445.94608871280974	1	189799	5740664	70346	61034	44398	0.7042760071645865	0.7274306124455222	0	SRS
GTOP-AJ231	17	486605	39773	21055	21	11355	3	3.5026860413914576	2	89	39773	284	387.1087645195354	1	8117	4399104	60849	51681	34866	0.6536344064816184	0.6746386486329599	0	SRS
GTOP-AJ231	18	479400	45107	20735	21	12756	3	3.536139855754155	2	73	45107	288	394.10388083104664	1	6049	5026795	65863	56801	39912	0.6848609993471296	0.7026636854984948	0	SRS
GTOP-AJ231	19	406094	40743	17033	13	10374	3	3.9274146905725855	2	241	40743	294	424.2826776954891	1	11010	4411267	57789	48777	35441	0.7050303691013861	0.7265924513602723	0	SRS
GTOP-AJ231	20	395701	34118	16631	10	9649	3	3.5359104570421804	2	98	34118	281	394.7719643597182	1	11042	3810339	50759	43391	30163	0.6721566618727713	0.6951441543177157	0	SRS
GTOP-AJ231	21	230837	24621	10003	4	6486	3	3.796022201665125	2	62	24621	289.5	421.53991985203453	1	8031	2734951	34628	29327	21580	0.7110142081552501	0.7358406928768711	0	SRS
GTOP-AJ231	22	245064	23007	9916	15	5999	3	3.8351391898649774	2	113	23007	294	419.89821755788773	1	6367	2520649	32938	27861	20080	0.698494140506406	0.7207207207207207	0	SRS
GTOP-AK091	1	1346123	113625	57362	68	32723	2	3.4723283317544236	2	103	113625	291.5	403.444403714565	1	47171	13207156	171055	146461	100417	0.6642600333226155	0.6856227937812797	0	SRS
GTOP-AK091	2	1442131	128961	61840	57	37200	3	3.466693548387097	2	105	128961	292	402.8282711536394	1	36758	14986823	190858	164764	114417	0.6756908277358036	0.694429608409604	0	SRS
GTOP-AK091	3	1220899	111863	50782	57	31075	3	3.5997747385358005	2	236	111863	296	416.6778946691117	1	19675	12951599	162702	140702	99337	0.6875330358569655	0.7060098648206848	0	SRS
GTOP-AK091	4	1202538	116815	48906	55	31345	3	3.7267506779390653	2	120	116815	302	430.68886549931426	1	12089	13503388	165776	143242	103499	0.7046556799536724	0.7225464598371986	0	SRS
GTOP-AK091	5	1086744	98846	46454	52	28213	3	3.5035621876439937	2	217	98846	294	420.0718437655065	1	118036	11851907	145352	125463	87631	0.6800456822059552	0.6984609008233503	0	SRS
GTOP-AK091	6	1108910	112666	45667	53	28627	3	3.9356551507318267	2	1304	112666	295	431.22524787040913	1	31235	12352016	158386	136728	99687	0.7113381233189802	0.7290898718623837	0	SRS
GTOP-AK091	7	994838	98927	42386	51	27091	3	3.651655531357277	2	102	98927	300	421.9319682715366	1	9088	11436466	141364	121677	87405	0.6998033445573131	0.7183362508937597	0	SRS
GTOP-AK091	8	926556	86822	35547	42	22989	3	3.7766758014702684	2	236	86822	309	439.4406035307418	1	10030	10106255	122411	106367	77529	0.7092663241048599	0.7288820780881289	0	SRS
GTOP-AK091	9	744819	69404	30023	36	19199	3	3.614979946872233	2	70	69404	301	422.0094776857783	1	8211	8103848	99463	86005	61876	0.697787116817309	0.7194465438055927	0	SRS
GTOP-AK091	10	857595	82957	35345	41	22299	3	3.720211668684694	2	261	82957	306	432.7227900304823	1	18656	9653180	118343	101849	73355	0.7009878066298809	0.7202328937937535	0	SRS
GTOP-AK091	11	829233	78637	34300	32	21667	3	3.6293441639359396	2	85	78637	300	421.03894605694245	1	8234	9124335	112969	98020	69924	0.6960936186033336	0.7133646194654152	0	SRS
GTOP-AK091	12	818912	74903	34703	42	21303	3	3.516077547763226	2	136	74903	295	405.7138633377135	1	12776	8644951	109648	93939	65950	0.683122355172917	0.7020513311830018	0	SRS
GTOP-AK091	13	607318	56307	25887	29	15549	3	3.621261817480224	2	85	56307	295	430.9143316195373	1	212730	6705027	82223	70726	49733	0.6848083869476911	0.7031784633656647	0	SRS
GTOP-AK091	14	562720	53217	24353	22	14802	3	3.5952573976489663	2	146	53217	297	416.8111283678844	1	7061	6172556	77592	66976	47026	0.6858567893597278	0.7021321070234113	0	SRS
GTOP-AK091	15	505659	48211	21370	17	13148	3	3.6667934286583512	2	106	48211	297	418.19857186265574	1	8396	5505166	69598	59943	42734	0.6927066869737636	0.712910598401815	0	SRS
GTOP-AK091	16	544613	49691	19076	27	12305	3	4.038277123120682	2	145	49691	320	467.4878207210133	1	8299	5757580	68794	59678	44558	0.7223158996424107	0.7466403029592145	0	SRS
GTOP-AK091	17	486605	40539	20709	33	11604	3	3.4935367114788005	2	61	40539	290	401.29566790112824	1	6868	4659444	61281	52030	35550	0.6615264111225339	0.683259657889679	0	SRS
GTOP-AK091	18	479400	44195	19496	18	12137	3	3.641344648595205	2	64	44195	300	422.5025113215315	1	9594	5131293	63709	54696	38879	0.693701046947841	0.7108198040076057	0	SRS
GTOP-AK091	19	406094	41232	16160	17	10346	3	3.985308331722405	2	211	41232	312	450.66049561276634	1	20198	4673800	57409	48727	35919	0.7182149140378686	0.7371477825435591	0	SRS
GTOP-AK091	20	395701	33955	15782	19	9371	3	3.6234126560665882	2	93	33955	298	417.97600255972696	1	6908	3918943	49756	42564	29955	0.6824302596671759	0.7037637440090218	0	SRS
GTOP-AK091	21	230837	23998	9462	11	6315	3	3.800158353127474	2	69	23998	311	439.218368962787	1	7249	2773664	33471	28330	20936	0.7169788772370111	0.7390045887751501	0	SRS
GTOP-AK091	22	245064	21162	10883	8	5540	3	3.81985559566787	2	66	21162	305	438.63772563176894	1	7261	2430053	32053	26954	18341	0.6602190122609428	0.6804555910069007	0	SRS
GTOP-AK092	1	1346123	121049	57405	55	34379	3	3.5210157363506793	2	98	121049	299	413.63705362335696	1	11986	14224151	178509	152926	106709	0.6781114677691321	0.6977819337457333	0	SRS
GTOP-AK092	2	1442131	123480	59326	67	35648	2	3.4638689407540393	2	87	123480	294	408.2775720857175	1	36758	14555912	182873	157514	109521	0.6752226955318719	0.6953096232715822	0	SRS
GTOP-AK092	3	1220899	110531	50298	55	30637	3	3.6077618565786467	2	321	110531	299	424.2801161576612	1	63153	13003337	160884	139092	98281	0.6870229482111335	0.7065898829551663	0	SRS
GTOP-AK092	4	1202538	114664	48077	45	30949	3	3.7049339235516494	2	135	114664	301	431.3396531119796	1	12285	13354707	162786	140327	101531	0.7043848979641983	0.7235314657906177	0	SRS
GTOP-AK092	5	1086744	97407	45695	36	27684	3	3.5185305591677505	2	156	97407	300	415.96066461983025	1	20620	11515871	143138	123353	86174	0.6805111151476197	0.6985967102543108	0	SRS
GTOP-AK092	6	1108910	109322	46000	60	29116	3	3.754705316664377	2	733	109322	303	427.74733951253006	1	27082	12460280	155382	134350	96925	0.7035692679975801	0.7214365463342017	0	SRS
GTOP-AK092	7	994838	95142	40566	49	25942	3	3.6674890139542056	2	94	95142	302	429.2227917373208	1	9787	11137473	135757	116796	84068	0.7008257401091657	0.7197849241412377	0	SRS
GTOP-AK092	8	926556	85634	35226	27	22589	3	3.790960201868166	2	230	85634	307	448.1455446859369	1	43256	10124056	120887	105251	76525	0.7083805537402699	0.7270714767555653	0	SRS
GTOP-AK092	9	744819	69279	29524	26	18858	3	3.673719376391982	2	64	69279	311	434.5260032868579	1	8361	8196464	98829	85266	61440	0.700998694715114	0.7205685736401379	0	SRS
GTOP-AK092	10	857595	80578	34476	31	21738	3	3.706780752599135	2	241	80578	306	435.29703516433005	1	16760	9469887	115085	98702	70962	0.7001607507494461	0.7189519969200219	0	SRS
GTOP-AK092	11	829233	83915	35303	40	22874	3	3.6685756754393632	2	138	83915	305	432.73166360695865	1	22208	9900035	119258	103670	74639	0.703642522933472	0.719967203626893	0	SRS
GTOP-AK092	12	818912	77942	35697	40	21759	3	3.5820579989889243	2	138	77942	299	419.086429391504	1	12776	9125607	113679	97493	68611	0.6856323507420016	0.7037530899654334	0	SRS
GTOP-AK092	13	607318	55882	24728	24	15218	3	3.672098830332501	2	85	55882	303	434.57063111578117	1	67942	6617207	80634	69283	49349	0.6930327157278567	0.7122815120592353	0	SRS
GTOP-AK092	14	562720	50403	23110	17	14021	3	3.5948220526353327	2	74	50403	300	420.19135890489093	1	8261	5893604	73530	63120	44466	0.6854753161974704	0.7044676806083651	0	SRS
GTOP-AK092	15	505659	44136	20202	19	12479	3	3.5368218607260196	2	84	44136	301	412.88472322358405	1	8885	5154040	64357	55118	38967	0.6857995245272465	0.7069741282339708	0	SRS
GTOP-AK092	16	544613	53571	19486	21	13312	3	4.024263822115385	2	102	53571	324	474.4769450285371	1	22663	6318135	73078	63351	47881	0.7330660390267932	0.755804959669145	0	SRS
GTOP-AK092	17	486605	41086	19616	22	11587	3	3.5458703719685856	2	68	41086	303	416.7403796376186	1	7947	4830021	60724	51349	35969	0.6766023318621962	0.7004810220257454	0	SRS
GTOP-AK092	18	479400	42636	19065	15	11894	3	3.584664536741214	2	53	42636	303	416.94661173701024	1	6621	4959163	61716	52997	37729	0.6908419210577484	0.711908221220069	0	SRS
GTOP-AK092	19	406094	40787	14849	21	9985	3	4.084827240861292	2	213	40787	314	464.8921	1	11174	4648921	55657	47356	35662	0.7328278563343336	0.7530619140130078	0	SRS
GTOP-AK092	20	395701	36523	16483	7	10073	3	3.6258314305569344	2	79	36523	300	424.04408260524224	1	9003	4270972	53013	45411	32229	0.6889442212287552	0.7097179097575478	0	SRS
GTOP-AK092	21	230837	23461	9200	11	6190	3	3.790145395799677	2	52	23461	304	436.5168012924071	1	8126	2702039	32672	27661	20478	0.7180766405484819	0.7403203065688153	0	SRS
GTOP-AK092	22	245064	23511	9155	9	5919	3	3.9721236695387736	2	63	23511	318	462.43035623839273	1	6982	2738975	32675	27652	20580	0.7195409334353481	0.7442499638362505	0	SRS
GTOP-AK111	1	1346123	117209	51342	45	32591	3	3.596360958546838	2	112	117209	316	446.5224045391811	1	33382	14558863	168596	145718	103572	0.6952062919642221	0.7107701176244527	0	SRS
GTOP-AK111	2	1442131	125796	53276	53	34892	3	3.6052963430012612	2	84	125796	325	454.58292018913886	1	36758	15862671	179125	155648	111571	0.7022805303558968	0.7168161492598685	0	SRS
GTOP-AK111	3	1220899	109352	44874	36	29539	3	3.7019533498087274	2	327	109352	325	461.3938758247335	1	24943	13636496	154262	134129	96992	0.7088719192023959	0.7231247530362561	0	SRS
GTOP-AK111	4	1202538	119291	43664	65	30685	3	3.887599804464722	2	134	119291	331	482.7926912679543	1	26633	14823184	163020	141839	105665	0.7317568396515765	0.7449643610008531	0	SRS
GTOP-AK111	5	1086744	100076	40701	51	27439	3	3.6472174641933015	2	219	100076	324	463.48469722363916	1	118036	12720801	140828	122942	89030	0.710625727838214	0.7241626132647915	0	SRS
GTOP-AK111	6	1108910	111782	41227	31	28720	3	3.8921309192200555	2	986	111782	326	473.34619533071225	1	29468	13604443	153040	133519	99192	0.7304103502352326	0.7429055040855609	0	SRS
GTOP-AK111	7	994838	98551	37206	27	25769	3	3.824401412549963	2	313	98551	332	473.2756855292247	1	11629	12202467	135784	117898	87077	0.7257924350438932	0.7385791107567559	0	SRS
GTOP-AK111	8	926556	87171	32482	37	22415	3	3.8889582868614765	2	147	87171	334	486.8584678498172	1	14249	10918288	119690	105249	78125	0.7283064583507394	0.7422873376469135	0	SRS
GTOP-AK111	9	744819	67202	26501	21	17967	3	3.7403016641620748	2	80	67202	329	466.9416509066637	1	8486	8394677	93724	81494	59617	0.7170201869318424	0.7315507890151423	0	SRS
GTOP-AK111	10	857595	81974	31254	39	21705	3	3.776733471550334	2	109	81974	330	471.15304900515844	1	11696	10229675	113267	98162	72482	0.7237235911607087	0.7383916383121778	0	SRS
GTOP-AK111	11	829233	79493	31600	38	21686	3	3.665636816379231	2	87	79493	328	461.7085253456221	1	8730	10019075	111131	97377	70936	0.7153089596962143	0.7284677079803239	0	SRS
GTOP-AK111	12	818912	79814	32309	25	21906	3	3.64347667305761	2	106	79814	327	455.1087075575027	1	15865	9972342	112148	97300	70453	0.7116845596889824	0.7240801644398767	0	SRS
GTOP-AK111	13	607318	59193	22830	21	15934	3	3.7148864064265092	2	85	59193	328	463.10923684705585	1	10645	7385203	82044	71041	52143	0.7214787187362879	0.7339846004419983	0	SRS
GTOP-AK111	14	562720	53349	20954	16	14415	3	3.7009365244536943	2	160	53349	322	458.4089616425054	1	15652	6608882	74319	64636	47225	0.7178379687563072	0.730629989479547	0	SRS
GTOP-AK111	15	505659	46551	18210	10	12299	3	3.784941865192292	2	93	46551	331	467.77909622886864	1	9837	5755554	64771	56352	41387	0.7187012706303747	0.73443710959682	0	SRS
GTOP-AK111	16	544613	52760	17221	13	12548	3	4.204654128147912	2	144	52760	353	534.3309713375796	1	155241	6711197	69994	61394	47350	0.7537788953338858	0.7712480046910122	0	SRS
GTOP-AK111	17	486605	42660	18705	29	11884	3	3.58970043756311	2	70	42660	317	442.0472745625841	1	8189	5255058	61394	52647	37423	0.6948561748705085	0.7108287271829354	0	SRS
GTOP-AK111	18	479400	46737	18166	16	12547	3	3.7249541723121067	2	81	46737	327	464.13422016887046	1	10036	5826741	64919	56501	41402	0.7199279101649748	0.7327657917558982	0	SRS
GTOP-AK111	19	406094	40879	13967	14	9895	3	4.131278423446185	2	137	40879	335	491.9474904253175	1	9143	4881103	54860	46820	35567	0.7451512942034269	0.7596539940196497	0	SRS
GTOP-AK111	20	395701	35533	14276	18	9553	3	3.719564534701141	2	100	35533	325.5	461.37191293428214	1	11042	4408870	49827	43053	31356	0.7131274208762317	0.7283116159152673	0	SRS
GTOP-AK111	21	230837	23648	8227	13	5959	3	3.9684510823963755	2	124	23648	335	488.03455216370344	1	13151	2909662	31888	27226	20692	0.7415955845459107	0.7600088151032102	0	SRS
GTOP-AK111	22	245064	22957	8069	4	5718	3	4.014865337530605	2	72	22957	343	492.1921397379913	1	10002	2817800	31030	26513	20039	0.7398324202384788	0.7558179006525101	0	SRS
GTOP-AK112	1	1346123	121318	52956	75	32468	3	3.736540593815449	2	111	121318	345	497.7230792917629	1	15063	16163557	174349	149274	107482	0.6958342175750937	0.7200316197060439	0	SRS
GTOP-AK112	2	1442131	132142	56410	72	35847	3	3.686277791725946	2	104	132142	352	497.1066796820527	1	22591	17823760	188624	162897	117657	0.7005577233013827	0.7222784949999079	0	SRS
GTOP-AK112	3	1220899	119746	47651	50	31612	3	3.7879919018094395	2	108	119746	353	509.5769607688174	1	63124	16119448	167447	145041	106504	0.7151277717725608	0.7343027144048924	0	SRS
GTOP-AK112	4	1202538	119388	44151	63	29658	3	4.025490592757435	2	172	119388	363	537.275482000809	1	18776	15939889	163602	141278	105974	0.7297465801151575	0.7501097127649032	0	SRS
GTOP-AK112	5	1086744	101520	41472	63	27015	3	3.7579122709605777	2	214	101520	354	508.9444526681963	1	107333	13752697	143055	123697	90193	0.7096571248820384	0.7291446033452711	0	SRS
GTOP-AK112	6	1108910	107021	40791	43	26281	3	4.07218142384232	2	421	107021	357	527.0166907459509	1	17579	13861593	147855	127574	94844	0.72382401677319	0.7434430213052816	0	SRS
GTOP-AK112	7	994838	96941	39192	51	25331	3	3.826970905214954	2	177	96941	352	507.2620822977078	1	13347	12857572	136184	117182	85847	0.7118383951124949	0.7325954498131112	0	SRS
GTOP-AK112	8	926556	90671	34060	36	22692	3	3.9957253657676715	2	161	90671	361	536.6355103120043	1	14663	12177333	124767	108895	81314	0.7267226109468048	0.7467193167730383	0	SRS
GTOP-AK112	9	744819	70927	27805	31	18472	3	3.8397033347769596	2	92	70927	365	519.4296925741503	1	10923	9596983	98763	85127	63070	0.7181535595314035	0.7408930186662281	0	SRS
GTOP-AK112	10	857595	83460	31990	43	21054	3	3.9640923339982903	2	125	83460	357	527.0377949764968	1	14309	11099943	115493	99446	74122	0.7226411990337077	0.7453492347605736	0	SRS
GTOP-AK112	11	829233	74546	30514	46	19330	3	3.8564924987066735	2	138	74546	354	514.9485932974762	1	10918	9957046	105106	90993	66407	0.7092459041348733	0.7298033914696735	0	SRS
GTOP-AK112	12	818912	77293	33142	43	20901	3	3.698052724750012	2	138	77293	350	493.6509203920631	1	12776	10324709	110478	94681	68307	0.6996234544434186	0.7214435842460473	0	SRS
GTOP-AK112	13	607318	60120	23508	26	15319	3	3.9245381552320646	2	90	60120	355	522.8070999738972	1	9093	8011496	83654	72003	53191	0.7186745403686614	0.7387331083427079	0	SRS
GTOP-AK112	14	562720	58260	22764	29	15367	3	3.791240970911694	2	174	58260	355	501.1667208742601	1	12918	7704436	81053	69821	51531	0.7187889405697506	0.7380444278941866	0	SRS
GTOP-AK112	15	505659	48241	19298	24	12545	3	3.845436428856118	2	139	48241	355	506.893059207905	1	9563	6361001	67563	58082	42859	0.7140150674185575	0.737905030818498	0	SRS
GTOP-AK112	16	544613	52648	18523	27	12277	3	4.288344057994624	2	116	52648	374	564.8340252340253	1	19719	6938986	71198	61636	47169	0.7394589735666732	0.7652832760075281	0	SRS
GTOP-AK112	17	486605	43591	19267	24	11376	3	3.831838959212377	2	92	43591	350	503.75946919764476	1	9839	5732279	62882	53291	38294	0.6932190451957635	0.718582875157156	0	SRS
GTOP-AK112	18	479400	46162	18129	18	12011	3	3.8433102988926815	2	62	46162	357	507.70718508034304	1	20374	6098071	64309	55409	40866	0.7178155468130433	0.7375336136728691	0	SRS
GTOP-AK112	19	406094	39811	15631	27	9554	3	4.166945781871467	2	212	39811	365	542.1954274976512	1	32276	5193690	55469	46911	34814	0.7177162018424705	0.7421287118159919	0	SRS
GTOP-AK112	20	395701	37507	15470	18	9769	3	3.839389906848193	2	114	37507	355	508.7045524296675	1	11240	4972587	52995	45397	33232	0.7077460137748844	0.7320307509306783	0	SRS
GTOP-AK112	21	230837	24838	8794	7	6056	3	4.101387054161163	2	91	24838	362	540.5688118811881	1	11908	3275847	33639	28486	21747	0.7383691548500253	0.7634276486695218	0	SRS
GTOP-AK112	22	245064	24153	9136	13	5748	3	4.2019832985386225	2	122	24153	371	547.8123370981755	1	10112	3152660	33302	28102	21220	0.7252717554501231	0.7551063981211301	0	SRS
GTOP-AK221	1	1346123	124159	51081	54	33901	3	3.6623993392525294	2	99	124159	321	454.43593902043466	1	9216	15411286	175294	152654	109845	0.7082900726779011	0.7195684358090846	0	SRS
GTOP-AK221	2	1442131	125304	53123	49	35171	3	3.5627079127690426	2	83	125304	316	445.24976549842245	1	36758	15664332	178476	155804	110960	0.7020775902642372	0.7121768375651459	0	SRS
GTOP-AK221	3	1220899	110071	44967	31	30376	3	3.6236173294706346	2	194	110071	323	452.4517689649498	1	63051	13747747	155069	135490	97538	0.7098194997065822	0.7198907668462617	0	SRS
